Problem,Package,File,Priority,Line,Description,Rule set,Rule
12,com.termux.filepicker,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/app/src/main/java/com/termux/filepicker/TermuxFileReceiverActivity.java,3,229,Useless qualified this usage in the same class.,Code Style,UselessQualifiedThis
1,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,17,Call Thread.notifyAll() rather than Thread.notify(),Multithreading,UseNotifyAllInsteadOfNotify
2,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,32,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,44,This statement should have braces,Code Style,ControlStatementBraces
4,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,50,Call Thread.notifyAll() rather than Thread.notify(),Multithreading,UseNotifyAllInsteadOfNotify
5,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,50,This statement should have braces,Code Style,ControlStatementBraces
6,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,77,This statement should have braces,Code Style,ControlStatementBraces
7,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,103,Call Thread.notifyAll() rather than Thread.notify(),Multithreading,UseNotifyAllInsteadOfNotify
8,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/ByteQueue.java,3,103,This statement should have braces,Code Style,ControlStatementBraces
1,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/JNI.java,3,6,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
1,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,3,57,"All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.",Design,UseUtilityClass
2,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,3,134,This statement should have braces,Code Style,ControlStatementBraces
3,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,3,159,"Switch statements should be exhaustive, add a default case (or missing enum branches)",Best Practices,SwitchStmtsShouldHaveDefault
4,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,164,Useless parentheses.,Code Style,UselessParentheses
5,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,166,Useless parentheses.,Code Style,UselessParentheses
6,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,168,Useless parentheses.,Code Style,UselessParentheses
7,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,170,Useless parentheses.,Code Style,UselessParentheses
8,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,175,Useless parentheses.,Code Style,UselessParentheses
9,com.termux.terminal,/home/tpmccrary/documents/utep/software_construction_cs4373/report_repos/termux-app/terminal-emulator/src/main/java/com/termux/terminal/KeyHandler.java,4,177,Useless parentheses.,Code Style,UselessParentheses
